Destination.City,Orgin.City,Satisfaction,Airline.Status,Age,Gender,Price.Sensitivity,Year.of.First.Flight,No.of.Flights.p.a.,X..of.Flight.with.other.Airlines,Type.of.Travel,No..of.other.Loyalty.Cards,Shopping.Amount.at.Airport,Eating.and.Drinking.at.Airport,Class,Day.of.Month,Flight.date,Airline.Code,Airline.Name,Origin.State,Destination.State,Scheduled.Departure.Hour,Departure.Delay.in.Minutes,Arrival.Delay.in.Minutes,Flight.cancelled,Flight.time.in.minutes,Flight.Distance,Arrival.Delay.greater.5.Mins,olong,olat,dlong,dlat
"Houston, TX","Phoenix, AZ",4,Silver,46,Female,1,2006,3,19,Mileage tickets,3,20,55,Eco,14,1/14/14,US,Southeast Airlines Co.,Arizona,Texas,13,0,0,No,127,1009,no,-111.970041,33.494067,-95.393531,29.784308
"Dallas, TX","Houston, TX",4,Blue,41,Female,1,2010,0,1,Business travel,3,0,60,Business,23,1/23/14,EV,FlyFast Airways Inc.,Texas,Texas,11,0,0,No,39,216,no,-95.393531,29.784308,-96.972001,32.812727
"Chicago, IL","Kansas City, MO",3,Blue,22,Male,2,2012,20,9,Business travel,0,40,120,Eco,9,1/9/14,EV,FlyFast Airways Inc.,Missouri,Illinois,11,0,14,No,68,403,yes,-94.594897,39.039792,-87.895427,41.827126
"Lihue, HI","Kahului, HI",4,Blue,57,Female,1,2008,16,8,Business travel,0,0,115,Eco,15,2/15/14,HA,West Airways Inc.,Hawaii,Hawaii,15,0,0,No,35,201,no,-156.477892,20.886428,-159.361677,21.975754
"Bozeman, MT","Denver, CO",4,Blue,53,Male,2,2010,17,4,Business travel,0,0,30,Eco,23,3/23/14,F9,GoingNorth Airlines Inc.,Colorado,Montana,21,4,7,No,82,524,yes,-104.955096,39.710774,-111.057553,45.683919
"Charlotte, NC","Boston, MA",4,Blue,53,Male,0,2005,8,9,Business travel,0,0,60,Eco,3,1/3/14,US,Southeast Airlines Co.,Massachusetts,North Carolina,17,11,7,No,109,728,yes,-71.140708,42.373132,-80.815826,35.249654
"Las Vegas, NV","Atlanta, GA",4,Blue,79,Female,1,2009,18,3,Mileage tickets,0,60,20,Eco,26,2/26/14,DL,Sigma Airlines Inc.,Georgia,Nevada,15,0,0,No,241,1747,no,-84.331858,33.824102,-115.167218,36.134893
"San Francisco, CA","Los Angeles, CA",2,Blue,29,Female,2,2008,4,18,Personal Travel,4,0,120,Eco,26,3/26/14,VX,Cool&Young Airlines Inc.,California,California,13,77,79,No,60,337,yes,-118.104332,33.982668,-122.383287,37.754645
"Chicago, IL","Atlanta, GA",4,Silver,33,Male,2,2006,19,4,Business travel,0,0,60,Eco,10,2/10/14,MQ,EnjoyFlying Air Services,Georgia,Illinois,9,0,0,No,92,606,no,-84.331858,33.824102,-87.895427,41.827126
"Salt Lake City, UT","Bozeman, MT",3,Silver,78,Male,1,2003,40,4,Personal Travel,0,45,75,Eco,15,1/15/14,OO,Northwest Business Airlines Inc.,Montana,Utah,12,0,6,No,78,347,yes,-111.057553,45.683919,-111.929515,40.640838
"Detroit, MI","Charlotte, NC",3,Blue,80,Female,1,2008,26,6,Business travel,0,0,110,Eco,14,1/14/14,DL,Sigma Airlines Inc.,North Carolina,Michigan,16,4,0,No,75,500,no,-80.815826,35.249654,-83.227554,42.490005
"Atlanta, GA","Chicago, IL",4,Gold,45,Male,1,2007,8,6,Business travel,0,0,50,Eco,30,1/30/14,DL,Sigma Airlines Inc.,Illinois,Georgia,15,158,169,No,81,606,yes,-87.895427,41.827126,-84.331858,33.824102
"Denver, CO","Seattle, WA",2,Blue,25,Female,2,2008,18,15,Personal Travel,1,10,60,Eco,6,1/6/14,OU,Oursin Airlines Inc.,Washington,Colorado,15,14,6,No,123,1024,yes,-122.274661,47.468409,-104.955096,39.710774
"Phoenix, AZ","San Antonio, TX",5,Silver,63,Male,2,2011,43,8,Business travel,0,10,30,Eco,26,3/26/14,WN,Cheapseats Airlines Inc.,Texas,Arizona,19,17,14,No,128,843,yes,-98.475376,29.514399,-111.970041,33.494067
"Chicago, IL","Sioux Falls, SD",4,Silver,47,Female,1,2004,8,9,Personal Travel,0,0,190,Eco Plus,15,1/15/14,MQ,EnjoyFlying Air Services,South Dakota,Illinois,10,0,0,No,76,462,no,-96.735632,43.533494,-87.895427,41.827126
"Memphis, TN","Houston, TX",3,Silver,56,Male,1,2004,31,1,Business travel,0,0,60,Eco,18,2/18/14,OO,Northwest Business Airlines Inc.,Texas,Tennessee,21,0,12,No,76,468,yes,-95.393531,29.784308,-89.917857,35.095071
"Phoenix, AZ","Chicago, IL",5,Platinum,55,Male,1,2003,19,3,Business travel,0,30,80,Eco Plus,4,2/4/14,AA,Paul Smith Airlines Inc.,Illinois,Arizona,11,0,2,No,215,1440,no,-87.895427,41.827126,-111.970041,33.494067
"Cleveland, OH","Houston, TX",4,Blue,48,Female,2,2003,15,7,Business travel,1,0,50,Eco,25,2/25/14,OU,Oursin Airlines Inc.,Texas,Ohio,19,0,0,No,129,1091,no,-95.393531,29.784308,-81.605443,41.443638
"San Diego, CA","Atlanta, GA",4,Platinum,36,Female,1,2004,12,2,Business travel,0,0,30,Eco,13,1/13/14,DL,Sigma Airlines Inc.,Georgia,California,8,0,0,No,245,1892,no,-84.331858,33.824102,-117.128799,32.928728
"Chicago, IL","New York, NY",3,Blue,80,Male,1,2008,50,4,Personal Travel,0,0,180,Eco,28,2/28/14,OU,Oursin Airlines Inc.,New York,Illinois,17,0,0,No,120,733,no,-73.970221,40.718357,-87.895427,41.827126
"Los Angeles, CA","Reno, NV",4,Blue,33,Female,1,2009,9,6,Business travel,1,10,90,Business,1,2/1/14,OO,Northwest Business Airlines Inc.,Nevada,California,16,0,0,No,61,391,no,-119.797255,39.532575,-118.104332,33.982668
"Baltimore, MD","Flint, MI",3,Blue,75,Female,1,2003,26,9,Personal Travel,0,120,30,Eco Plus,25,1/25/14,WN,Cheapseats Airlines Inc.,Michigan,Maryland,9,0,1,No,73,452,no,-83.694698,42.988756,-76.64776,39.234099
"New Orleans, LA","Miami, FL",4,Silver,44,Female,1,2011,5,16,Business travel,2,0,210,Eco,6,2/6/14,AA,Paul Smith Airlines Inc.,Florida,Louisiana,21,0,0,No,107,675,no,-80.231428,26.175616,-90.143683,29.954653
"Columbus, OH","Denver, CO",2,Blue,60,Female,1,2003,13,3,Business travel,0,0,30,Eco,21,1/21/14,WN,Cheapseats Airlines Inc.,Colorado,Ohio,10,2,3,No,143,1154,no,-104.955096,39.710774,-82.968532,40.021161
"Baltimore, MD","Indianapolis, IN",4,Blue,55,Female,1,2010,5,10,Business travel,0,30,75,Eco,17,2/17/14,WN,Cheapseats Airlines Inc.,Indiana,Maryland,6,0,0,No,76,516,no,-86.145521,39.811262,-76.64776,39.234099
"Las Vegas, NV","Houston, TX",3,Blue,42,Female,2,2008,14,6,Business travel,0,0,0,Eco,21,2/21/14,WN,Cheapseats Airlines Inc.,Texas,Nevada,12,25,19,No,191,1235,yes,-95.393531,29.784308,-115.167218,36.134893
"Chicago, IL","Tampa, FL",2,Blue,63,Female,2,2006,24,8,Personal Travel,0,0,110,Eco,1,3/1/14,WN,Cheapseats Airlines Inc.,Florida,Illinois,10,0,4,No,158,997,no,-82.513188,28.006247,-87.895427,41.827126
"Los Angeles, CA","San Diego, CA",4,Gold,42,Male,1,2004,8,9,Business travel,3,0,30,Eco,13,3/13/14,OO,Northwest Business Airlines Inc.,California,California,18,0,0,No,26,109,no,-117.128799,32.928728,-118.104332,33.982668
"Washington, DC","New York, NY",5,Platinum,51,Female,1,2009,3,21,Business travel,2,0,15,Eco,19,2/19/14,MQ,EnjoyFlying Air Services,New York,Virginia,12,0,0,No,51,213,no,-73.970221,40.718357,-77.18974,38.897394
"Denver, CO","Minneapolis, MN",3,Blue,41,Female,1,2009,9,5,Personal Travel,2,35,60,Eco,25,3/25/14,F9,GoingNorth Airlines Inc.,Minnesota,Colorado,6,0,0,No,94,680,no,-93.2798,44.978156,-104.955096,39.710774
"St. Louis, MO","Omaha, NE",3,Blue,64,Female,1,2009,27,2,Personal Travel,0,0,0,Eco,24,2/24/14,WN,Cheapseats Airlines Inc.,Nebraska,Missouri,14,0,2,No,47,342,no,-96.034641,41.234859,-90.340926,38.630705
"Houston, TX","Denver, CO",2,Platinum,57,Male,2,2012,14,10,Business travel,0,0,75,Eco,28,2/28/14,OU,Oursin Airlines Inc.,Colorado,Texas,8,0,0,No,102,862,no,-104.955096,39.710774,-95.393531,29.784308
"Miami, FL","Charlotte, NC",4,Blue,38,Female,2,2007,23,2,Business travel,1,0,50,Eco,19,2/19/14,US,Southeast Airlines Co.,North Carolina,Florida,13,2,2,No,88,650,no,-80.815826,35.249654,-80.231428,26.175616
"Billings, MT","Salt Lake City, UT",3,Silver,80,Male,1,2005,32,1,Business travel,0,0,80,Eco,28,1/28/14,OO,Northwest Business Airlines Inc.,Utah,Montana,15,0,0,No,64,387,no,-111.929515,40.640838,-108.53184,45.79132
"Milwaukee, WI","Chicago, IL",4,Silver,32,Female,1,2005,6,15,Business travel,2,7,50,Eco,7,3/7/14,MQ,EnjoyFlying Air Services,Illinois,Wisconsin,14,0,1,No,17,67,no,-87.895427,41.827126,-88.100492,43.055654
"Burlington, VT","New York, NY",3,Blue,17,Female,1,2005,13,8,Business travel,2,0,75,Eco,4,1/4/14,B6,OnlyJets Airlines Inc.,New York,Vermont,9,90,85,No,45,266,yes,-73.970221,40.718357,-73.147596,44.47408
"San Diego, CA","Boston, MA",4,Blue,45,Male,1,2006,20,10,Personal Travel,2,0,50,Eco,3,3/3/14,AS,FlyToSun Airlines Inc.,Massachusetts,California,18,0,0,No,361,2588,no,-71.140708,42.373132,-117.128799,32.928728
"New York, NY","Atlanta, GA",2,Blue,39,Female,2,2003,36,22,Personal Travel,2,0,35,Eco,21,2/21/14,DL,Sigma Airlines Inc.,Georgia,New York,10,9,11,No,103,762,yes,-84.331858,33.824102,-73.970221,40.718357
"Atlanta, GA","Phoenix, AZ",3,Blue,66,Female,1,2012,4,5,Mileage tickets,0,190,130,Eco,8,2/8/14,WN,Cheapseats Airlines Inc.,Arizona,Georgia,10,0,0,No,180,1587,no,-111.970041,33.494067,-84.331858,33.824102
"Denver, CO","Phoenix, AZ",3,Silver,21,Female,1,2003,19,6,Personal Travel,0,0,15,Eco,7,3/7/14,WN,Cheapseats Airlines Inc.,Arizona,Colorado,14,20,11,No,84,602,yes,-111.970041,33.494067,-104.955096,39.710774
"New York, NY","Los Angeles, CA",5,Silver,58,Female,0,2008,64,9,Business travel,0,20,150,Eco Plus,12,3/12/14,OU,Oursin Airlines Inc.,California,New York,22,0,0,No,271,2475,no,-118.104332,33.982668,-73.970221,40.718357
"Las Vegas, NV","Lubbock, TX",4,Blue,27,Female,2,2010,13,19,Business travel,1,0,15,Eco,7,1/7/14,WN,Cheapseats Airlines Inc.,Texas,Nevada,14,2,3,No,120,775,no,-101.893174,33.559247,-115.167218,36.134893
"Chicago, IL","Baltimore, MD",4,Blue,22,Female,1,2005,18,18,Business travel,2,0,30,Eco,20,3/20/14,WN,Cheapseats Airlines Inc.,Maryland,Illinois,9,0,0,No,102,611,no,-76.64776,39.234099,-87.895427,41.827126
"Salt Lake City, UT","Philadelphia, PA",5,Gold,39,Female,1,2003,4,29,Business travel,3,65,40,Eco,7,3/7/14,US,Southeast Airlines Co.,Pennsylvania,Utah,18,0,0,No,262,1927,no,-75.298163,39.973331,-111.929515,40.640838
"Minneapolis, MN","Phoenix, AZ",4,Blue,39,Male,1,2009,31,10,Mileage tickets,3,200,37,Eco,16,2/16/14,DL,Sigma Airlines Inc.,Arizona,Minnesota,18,0,0,No,149,1276,no,-111.970041,33.494067,-93.2798,44.978156
"Knoxville, TN","Atlanta, GA",4,Blue,56,Female,1,2008,0,2,Business travel,0,345,105,Eco,21,3/21/14,EV,FlyFast Airways Inc.,Georgia,Tennessee,17,0,0,No,29,152,no,-84.331858,33.824102,-84.024448,35.91678
"Omaha, NE","St. Louis, MO",4,Blue,60,Male,1,2010,16,2,Business travel,0,0,90,Eco,16,2/16/14,WN,Cheapseats Airlines Inc.,Missouri,Nebraska,17,0,0,No,64,342,no,-90.340926,38.630705,-96.034641,41.234859
"Portland, OR","Phoenix, AZ",2,Blue,72,Male,2,2009,24,1,Personal Travel,0,0,135,Eco,20,1/20/14,AS,FlyToSun Airlines Inc.,Arizona,Oregon,14,0,0,No,146,1009,no,-111.970041,33.494067,-122.651087,45.520404
"Fargo, ND","Minneapolis, MN",2,Blue,41,Female,1,2003,12,14,Business travel,1,44,114,Eco,25,2/25/14,OO,Northwest Business Airlines Inc.,Minnesota,North Dakota,15,0,0,No,48,223,no,-93.2798,44.978156,-96.82068,46.86245
"Los Angeles, CA","Denver, CO",3,Blue,27,Female,2,2008,19,3,Business travel,0,90,50,Eco Plus,30,3/30/14,OU,Oursin Airlines Inc.,Colorado,California,10,1,0,No,131,862,no,-104.955096,39.710774,-118.104332,33.982668
"Aspen, CO","Chicago, IL",3,Gold,40,Female,1,2007,2,8,Business travel,2,0,75,Eco,10,2/10/14,OO,Northwest Business Airlines Inc.,Illinois,Colorado,18,0,4,No,152,1013,no,-87.895427,41.827126,-106.840283,39.199278
"Las Vegas, NV","Los Angeles, CA",4,Silver,45,Male,1,2004,17,20,Mileage tickets,2,0,30,Eco,17,2/17/14,OO,Northwest Business Airlines Inc.,California,Nevada,10,40,36,No,45,236,yes,-118.104332,33.982668,-115.167218,36.134893
"Chicago, IL","Madison, WI",4,Blue,37,Female,2,2008,35,4,Business travel,1,0,40,Eco,18,1/18/14,EV,FlyFast Airways Inc.,Wisconsin,Illinois,9,0,0,No,26,108,no,-89.250087,43.025075,-87.895427,41.827126
"Chicago, IL","Orlando, FL",2,Gold,54,Female,1,2008,1,8,Business travel,0,10,0,Eco Plus,2,1/2/14,AA,Paul Smith Airlines Inc.,Florida,Illinois,19,96,83,No,138,1005,yes,-81.411184,28.584434,-87.895427,41.827126
"New Orleans, LA","Washington, DC",3,Blue,19,Male,1,2011,13,7,Mileage tickets,0,0,15,Business,30,1/30/14,OU,Oursin Airlines Inc.,Virginia,Louisiana,18,0,0,No,127,955,no,-77.18974,38.897394,-90.143683,29.954653
"Chicago, IL","Little Rock, AR",5,Blue,42,Female,2,2003,20,4,Business travel,0,0,135,Business,26,3/26/14,EV,FlyFast Airways Inc.,Arkansas,Illinois,10,0,0,No,82,552,no,-92.321221,34.756564,-87.895427,41.827126
"Colorado Springs, CO","Houston, TX",4,Silver,49,Female,1,2009,7,14,Personal Travel,2,0,83,Eco,18,1/18/14,OO,Northwest Business Airlines Inc.,Texas,Colorado,9,0,0,No,117,809,no,-95.393531,29.784308,-104.77064,38.872952
"Detroit, MI","New York, NY",3,Blue,59,Female,2,2012,23,1,Personal Travel,0,5,90,Eco,30,1/30/14,MQ,EnjoyFlying Air Services,New York,Michigan,13,0,0,No,83,502,no,-73.970221,40.718357,-83.227554,42.490005
"San Francisco, CA","Seattle, WA",5,Silver,42,Male,1,2011,23,9,Business travel,1,10,195,Eco,30,1/30/14,AS,FlyToSun Airlines Inc.,Washington,California,21,3,0,No,100,679,no,-122.274661,47.468409,-122.383287,37.754645
"Tampa, FL","Las Vegas, NV",3,Blue,46,Female,1,2008,10,16,Business travel,1,0,45,Eco,13,1/13/14,WN,Cheapseats Airlines Inc.,Nevada,Florida,15,2,0,No,228,1984,no,-115.167218,36.134893,-82.513188,28.006247
"Dallas, TX","Houston, TX",3,Silver,48,Female,2,2011,22,2,Business travel,0,0,30,Eco,22,3/22/14,WN,Cheapseats Airlines Inc.,Texas,Texas,20,15,7,No,41,239,yes,-95.393531,29.784308,-96.972001,32.812727
"Fayetteville, AR","Chicago, IL",4,Silver,69,Female,1,2012,2,3,Personal Travel,0,90,45,Eco Plus,1,2/1/14,MQ,EnjoyFlying Air Services,Illinois,Arkansas,8,NA,NA,Yes,NA,522,no,-87.895427,41.827126,-94.179749,36.267419
"Seattle, WA","Atlanta, GA",4,Blue,46,Female,1,2010,12,9,Business travel,4,10,65,Eco,22,3/22/14,DL,Sigma Airlines Inc.,Georgia,Washington,13,0,0,No,300,2182,no,-84.331858,33.824102,-122.274661,47.468409
"San Jose, CA","Phoenix, AZ",4,Silver,28,Male,1,2009,18,7,Business travel,0,0,15,Eco,12,1/12/14,WN,Cheapseats Airlines Inc.,Arizona,California,12,2,0,No,98,621,no,-111.970041,33.494067,-121.945145,37.329845
"Las Vegas, NV","Reno, NV",3,Silver,44,Female,1,2010,0,17,Business travel,3,0,60,Eco,27,3/27/14,WN,Cheapseats Airlines Inc.,Nevada,Nevada,10,15,3,No,53,345,no,-119.797255,39.532575,-115.167218,36.134893
"Phoenix, AZ","Albuquerque, NM",4,Silver,43,Male,1,2011,11,21,Mileage tickets,2,20,50,Eco,11,2/11/14,WN,Cheapseats Airlines Inc.,New Mexico,Arizona,7,0,0,No,55,328,no,-106.628138,35.143367,-111.970041,33.494067
"Washington, DC","Miami, FL",1,Blue,35,Female,1,2009,18,8,Personal Travel,2,15,20,Eco,23,2/23/14,AA,Paul Smith Airlines Inc.,Florida,Virginia,15,112,95,No,115,919,yes,-80.231428,26.175616,-77.18974,38.897394
"Chicago, IL","Minneapolis, MN",2,Blue,80,Male,1,2008,24,4,Personal Travel,0,210,75,Eco,24,1/24/14,DL,Sigma Airlines Inc.,Minnesota,Illinois,15,25,27,No,62,334,yes,-93.2798,44.978156,-87.895427,41.827126
"St. Louis, MO","Chicago, IL",5,Gold,37,Male,2,2008,1,9,Business travel,2,40,45,Eco,24,3/24/14,AA,Paul Smith Airlines Inc.,Illinois,Missouri,20,1,0,No,45,258,no,-87.895427,41.827126,-90.340926,38.630705
"Kansas City, MO","Boston, MA",4,Blue,36,Female,1,2007,22,16,Business travel,3,0,0,Eco,20,2/20/14,WN,Cheapseats Airlines Inc.,Massachusetts,Missouri,15,2,0,No,200,1256,no,-71.140708,42.373132,-94.594897,39.039792
"Salt Lake City, UT","Twin Falls, ID",4,Blue,32,Male,1,2010,1,10,Business travel,0,0,65,Eco,24,2/24/14,OO,Northwest Business Airlines Inc.,Idaho,Utah,8,0,2,No,38,175,no,-114.454128,42.561528,-111.929515,40.640838
"Dallas, TX","Birmingham, AL",4,Blue,39,Female,1,2012,28,10,Business travel,1,35,40,Eco,10,3/10/14,WN,Cheapseats Airlines Inc.,Alabama,Texas,11,1,0,No,94,587,no,-86.791974,33.469107,-96.972001,32.812727
"Columbus, OH","Orlando, FL",5,Gold,53,Female,1,2003,9,9,Business travel,0,0,15,Eco,13,2/13/14,WN,Cheapseats Airlines Inc.,Florida,Ohio,14,0,0,No,108,802,no,-81.411184,28.584434,-82.968532,40.021161
"Manchester, NH","Baltimore, MD",4,Silver,42,Female,2,2006,6,14,Business travel,2,30,135,Eco,3,2/3/14,WN,Cheapseats Airlines Inc.,Maryland,New Hampshire,15,44,46,No,59,377,yes,-76.64776,39.234099,-71.479666,42.991043
"Chicago, IL","San Antonio, TX",2,Blue,68,Male,2,2003,25,5,Personal Travel,0,0,85,Eco,24,3/24/14,MQ,EnjoyFlying Air Services,Texas,Illinois,14,0,33,No,126,1041,yes,-98.475376,29.514399,-87.895427,41.827126
"Chicago, IL","Jacksonville, FL",3,Blue,39,Male,1,2006,25,6,Mileage tickets,0,60,70,Eco,4,2/4/14,WN,Cheapseats Airlines Inc.,Florida,Illinois,16,69,53,No,126,849,yes,-81.64274,30.24014,-87.895427,41.827126
"St. Louis, MO","Dallas, TX",3,Blue,38,Female,2,2009,26,8,Business travel,0,0,90,Eco,6,3/6/14,WN,Cheapseats Airlines Inc.,Texas,Missouri,6,2,6,No,84,546,yes,-96.972001,32.812727,-90.340926,38.630705
"San Francisco, CA","New York, NY",3,Blue,37,Female,2,2011,38,13,Personal Travel,2,0,105,Eco,18,3/18/14,OU,Oursin Airlines Inc.,New York,California,17,17,0,No,342,2586,no,-73.970221,40.718357,-122.383287,37.754645
"Tampa, FL","New York, NY",2,Blue,39,Female,2,2006,13,31,Personal Travel,1,0,30,Eco,26,3/26/14,DL,Sigma Airlines Inc.,New York,Florida,19,0,30,No,144,1010,yes,-73.970221,40.718357,-82.513188,28.006247
"Phoenix, AZ","San Jose, CA",4,Silver,59,Male,1,2004,16,9,Business travel,0,5,120,Eco,2,3/2/14,US,Southeast Airlines Co.,California,Arizona,12,0,0,No,84,621,no,-121.945145,37.329845,-111.970041,33.494067
"Los Angeles, CA","San Francisco, CA",4,Silver,41,Female,1,2008,6,28,Business travel,2,20,80,Eco,15,3/15/14,WN,Cheapseats Airlines Inc.,California,California,12,0,0,No,53,337,no,-122.383287,37.754645,-118.104332,33.982668
"Huntsville, AL","Atlanta, GA",3,Blue,72,Female,1,2006,6,8,Personal Travel,0,230,165,Eco,26,3/26/14,DL,Sigma Airlines Inc.,Georgia,Alabama,12,0,0,No,31,151,no,-84.331858,33.824102,-86.639233,34.741669
"Orlando, FL","New York, NY",2,Blue,70,Male,1,2006,52,6,Personal Travel,0,15,125,Eco,12,3/12/14,B6,OnlyJets Airlines Inc.,New York,Florida,15,0,0,No,141,944,no,-73.970221,40.718357,-81.411184,28.584434
"Atlanta, GA","Sacramento, CA",2,Blue,48,Male,1,2006,6,6,Business travel,2,10,0,Eco,2,2/2/14,DL,Sigma Airlines Inc.,California,Georgia,22,2,0,No,226,2092,no,-121.324669,38.638578,-84.331858,33.824102
"Seattle, WA","Sacramento, CA",2,Blue,79,Female,1,2007,41,3,Personal Travel,0,150,120,Eco,11,1/11/14,WN,Cheapseats Airlines Inc.,California,Washington,9,0,15,No,112,605,yes,-121.324669,38.638578,-122.274661,47.468409
"Birmingham, AL","Dallas, TX",5,Silver,30,Female,1,2006,2,8,Business travel,0,10,50,Eco,5,1/5/14,WN,Cheapseats Airlines Inc.,Texas,Alabama,15,57,44,No,65,587,yes,-96.972001,32.812727,-86.791974,33.469107
"Chicago, IL","San Francisco, CA",4,Silver,60,Male,1,2011,27,10,Personal Travel,0,5,65,Eco,20,3/20/14,OU,Oursin Airlines Inc.,California,Illinois,10,8,0,No,201,1846,no,-122.383287,37.754645,-87.895427,41.827126
"Salt Lake City, UT","San Jose, CA",3,Blue,54,Female,1,2010,1,45,Personal Travel,1,0,10,Eco,4,3/4/14,DL,Sigma Airlines Inc.,California,Utah,13,0,0,No,82,584,no,-121.945145,37.329845,-111.929515,40.640838
"Mobile, AL","Atlanta, GA",2,Blue,54,Male,3,2008,16,4,Personal Travel,0,10,120,Eco,2,3/2/14,EV,FlyFast Airways Inc.,Georgia,Alabama,18,0,0,No,52,302,no,-84.331858,33.824102,-88.163457,30.667396
"New York, NY","Miami, FL",4,Blue,39,Female,2,2007,22,34,Business travel,3,0,45,Eco Plus,11,3/11/14,DL,Sigma Airlines Inc.,Florida,New York,13,0,0,No,147,1096,no,-80.231428,26.175616,-73.970221,40.718357
"San Jose, CA","Seattle, WA",4,Gold,30,Female,1,2008,10,16,Business travel,1,0,90,Eco,12,2/12/14,AS,FlyToSun Airlines Inc.,Washington,California,12,0,0,No,108,697,no,-122.274661,47.468409,-121.945145,37.329845
"Jacksonville, FL","Chicago, IL",4,Silver,57,Male,1,2003,10,3,Business travel,0,45,70,Business,30,3/30/14,WN,Cheapseats Airlines Inc.,Illinois,Florida,15,0,0,No,104,849,no,-87.895427,41.827126,-81.64274,30.24014
"Tampa, FL","Houston, TX",4,Silver,27,Female,0,2009,1,28,Business travel,1,7,5,Eco Plus,20,1/20/14,OU,Oursin Airlines Inc.,Texas,Florida,10,2,0,No,94,787,no,-95.393531,29.784308,-82.513188,28.006247
"Washington, DC","St. Louis, MO",1,Platinum,79,Male,1,2003,24,8,Personal Travel,0,145,155,Eco,11,1/11/14,WN,Cheapseats Airlines Inc.,Missouri,Virginia,15,23,12,No,89,719,yes,-90.340926,38.630705,-77.18974,38.897394
"San Jose, CA","Phoenix, AZ",3,Blue,80,Female,1,2012,18,7,Personal Travel,0,40,55,Eco,16,1/16/14,WN,Cheapseats Airlines Inc.,Arizona,California,12,1,0,No,89,621,no,-111.970041,33.494067,-121.945145,37.329845
"Charlotte, NC","Orlando, FL",4,Blue,52,Male,1,2007,19,3,Business travel,1,30,20,Eco,31,3/31/14,US,Southeast Airlines Co.,Florida,North Carolina,6,7,10,No,74,468,yes,-81.411184,28.584434,-80.815826,35.249654
"Denver, CO","Omaha, NE",4,Blue,28,Male,1,2009,46,3,Business travel,0,0,0,Eco,19,3/19/14,OU,Oursin Airlines Inc.,Nebraska,Colorado,13,0,0,No,70,472,no,-96.034641,41.234859,-104.955096,39.710774
"Detroit, MI","Oklahoma City, OK",2,Blue,63,Female,1,2003,41,18,Personal Travel,4,0,45,Eco,16,1/16/14,EV,FlyFast Airways Inc.,Oklahoma,Michigan,6,0,0,No,125,900,no,-97.524305,35.504826,-83.227554,42.490005
"San Francisco, CA","Phoenix, AZ",4,Silver,24,Male,2,2003,39,5,Business travel,0,0,60,Business,6,1/6/14,WN,Cheapseats Airlines Inc.,Arizona,California,19,192,185,No,103,651,yes,-111.970041,33.494067,-122.383287,37.754645
"Los Angeles, CA","Santa Maria, CA",3,Blue,29,Female,1,2003,23,62,Personal Travel,3,0,0,Eco,26,1/26/14,OO,Northwest Business Airlines Inc.,California,California,14,0,0,No,35,134,no,-120.438878,34.911814,-118.104332,33.982668
"Minneapolis, MN","Madison, WI",2,Blue,64,Female,1,2012,33,2,Personal Travel,0,0,90,Eco,17,1/17/14,EV,FlyFast Airways Inc.,Wisconsin,Minnesota,17,79,80,No,42,228,yes,-89.250087,43.025075,-93.2798,44.978156
"Denver, CO","Knoxville, TN",3,Blue,62,Male,1,2012,44,1,Business travel,0,0,90,Eco,31,3/31/14,EV,FlyFast Airways Inc.,Tennessee,Colorado,9,66,53,No,176,1162,yes,-84.024448,35.91678,-104.955096,39.710774
"San Diego, CA","Reno, NV",2,Blue,27,Male,2,2003,33,5,Business travel,0,0,20,Eco,12,2/12/14,WN,Cheapseats Airlines Inc.,Nevada,California,19,22,14,No,66,488,yes,-119.797255,39.532575,-117.128799,32.928728
"Baltimore, MD","Salt Lake City, UT",2,Blue,43,Male,2,2004,36,8,Business travel,0,0,150,Business,13,3/13/14,WN,Cheapseats Airlines Inc.,Utah,Maryland,12,4,6,No,220,1865,yes,-111.929515,40.640838,-76.64776,39.234099
"Washington, DC","Atlanta, GA",2,Blue,28,Male,2,2005,21,4,Business travel,0,0,60,Eco,25,2/25/14,WN,Cheapseats Airlines Inc.,Georgia,Virginia,21,0,6,No,76,547,yes,-84.331858,33.824102,-77.18974,38.897394
"Las Vegas, NV","Los Angeles, CA",3,Silver,27,Female,1,2006,2,15,Business travel,1,5,85,Eco,28,3/28/14,WN,Cheapseats Airlines Inc.,California,Nevada,11,9,12,No,46,236,yes,-118.104332,33.982668,-115.167218,36.134893
"Aspen, CO","Chicago, IL",3,Blue,59,Female,1,2011,11,6,Personal Travel,0,0,91,Eco Plus,8,1/8/14,OO,Northwest Business Airlines Inc.,Illinois,Colorado,8,5,0,No,146,1013,no,-87.895427,41.827126,-106.840283,39.199278
"New York, NY","Tampa, FL",2,Blue,74,Female,2,2004,15,3,Personal Travel,1,0,60,Eco,9,3/9/14,B6,OnlyJets Airlines Inc.,Florida,New York,8,0,0,No,123,1005,no,-82.513188,28.006247,-73.970221,40.718357
"Chicago, IL","Cleveland, OH",3,Silver,62,Female,1,2005,8,7,Business travel,0,0,45,Eco Plus,7,2/7/14,MQ,EnjoyFlying Air Services,Ohio,Illinois,8,0,7,No,67,315,yes,-81.605443,41.443638,-87.895427,41.827126
